,trips,total_docks,year,month,weekday,max_temperature_f,mean_temperature_f,min_temperature_f,max_dew_point_f,mean_dew_point_f,min_dew_point_f,max_humidity,mean_humidity,min_humidity,max_sea_level_pressure_inches,mean_sea_level_pressure_inches,min_sea_level_pressure_inches,max_visibility_miles,mean_visibility_miles,min_visibility_miles,max_wind_Speed_mph,mean_wind_speed_mph,max_gust_speed_mph,precipitation_inches,cloud_cover,wind_dir_degrees,Fog,Fog-Rain,Normal,Rain,Rain-Thunderstorm,weekend
580,14,91,2013,12,2,63.0,48.0,36.0,44.0,36.0,29.0,80.0,66.0,48.0,30.3,30.26,30.18,10.0,10.0,10.0,14.0,1.0,14.0,0.0,0.0,314.0,0,0,1,0,0,0
584,10,91,2013,12,3,66.0,49.0,36.0,45.0,37.0,29.0,80.0,66.0,43.0,30.26,30.23,30.14,10.0,10.0,8.0,14.0,1.0,14.0,0.0,0.0,335.0,0,0,1,0,0,0
587,3,91,2013,12,4,59.0,46.0,36.0,44.0,37.0,29.0,79.0,69.0,54.0,30.23,30.2,30.11,10.0,8.0,5.0,14.0,1.0,14.0,0.0,0.0,350.0,0,0,1,0,0,0
594,4,91,2013,12,5,64.0,47.0,35.0,41.0,34.0,29.0,83.0,62.0,38.0,30.15,30.11,30.02,10.0,9.0,6.0,14.0,2.0,14.0,0.0,0.0,331.0,0,0,1,0,0,1
601,11,91,2013,12,0,63.0,47.0,35.0,39.0,32.0,26.0,72.0,59.0,38.0,30.25,30.24,30.17,10.0,10.0,8.0,14.0,1.0,14.0,0.0,0.0,343.0,0,0,1,0,0,0
604,2,117,2013,12,1,58.0,46.0,38.0,43.0,36.0,29.0,81.0,70.0,54.0,30.28,30.24,30.14,10.0,4.0,0.0,14.0,1.0,14.0,0.0,4.0,317.0,1,0,0,0,0,0
610,4,117,2014,1,2,59.0,46.0,34.0,44.0,36.0,28.0,80.0,69.0,53.0,30.22,30.19,30.11,10.0,8.0,6.0,14.0,2.0,14.0,0.0,0.0,348.0,0,0,1,0,0,0
614,19,117,2014,1,3,64.0,48.0,37.0,43.0,36.0,30.0,81.0,64.0,41.0,30.17,30.13,30.04,10.0,10.0,8.0,14.0,1.0,14.0,0.0,0.0,352.0,0,0,1,0,0,0
621,18,117,2014,1,4,62.0,49.0,39.0,43.0,37.0,31.0,76.0,65.0,44.0,30.07,30.03,29.95,10.0,10.0,8.0,14.0,1.0,14.0,0.0,0.0,359.0,0,0,1,0,0,0
626,3,117,2014,1,5,64.0,49.0,39.0,46.0,36.0,28.0,84.0,63.0,40.0,30.08,30.04,29.97,10.0,10.0,7.0,14.0,1.0,14.0,0.0,0.0,298.0,0,0,1,0,0,1
629,14,117,2014,1,6,64.0,47.0,34.0,39.0,31.0,24.0,68.0,55.0,37.0,30.21,30.17,30.07,10.0,10.0,10.0,14.0,2.0,28.0,0.0,0.0,343.0,0,0,1,0,0,1
635,18,117,2014,1,0,60.0,48.0,38.0,42.0,36.0,29.0,74.0,64.0,48.0,30.29,30.23,30.15,10.0,10.0,9.0,14.0,1.0,14.0,0.0,0.0,355.0,0,0,1,0,0,0
638,36,117,2014,1,1,61.0,50.0,43.0,46.0,40.0,35.0,76.0,68.0,52.0,30.22,30.19,30.12,10.0,9.0,6.0,14.0,1.0,14.0,0.0,2.0,334.0,0,0,1,0,0,0
644,18,117,2014,1,2,59.0,52.0,45.0,49.0,45.0,38.0,84.0,77.0,71.0,30.23,30.22,30.15,10.0,8.0,2.0,14.0,2.0,14.0,0.0,3.0,348.0,0,0,1,0,0,0
646,21,117,2014,1,3,60.0,50.0,44.0,50.0,42.0,38.0,86.0,76.0,58.0,30.27,30.25,30.18,10.0,9.0,2.0,14.0,2.0,114.0,0.0,3.0,258.0,0,0,1,0,0,0
653,20,117,2014,1,4,63.0,49.0,40.0,50.0,41.0,34.0,86.0,74.0,57.0,30.31,30.26,30.17,10.0,10.0,8.0,14.0,1.0,14.0,0.0,2.0,350.0,0,0,1,0,0,0
658,5,117,2014,1,5,59.0,49.0,43.0,50.0,42.0,37.0,86.0,77.0,69.0,30.29,30.24,30.15,10.0,10.0,8.0,20.0,1.0,20.0,0.0,3.0,261.0,0,0,1,0,0,1
661,2,117,2014,1,6,59.0,48.0,41.0,45.0,39.0,34.0,84.0,71.0,53.0,30.4,30.34,30.27,10.0,10.0,9.0,15.0,3.0,15.0,0.0,2.0,293.0,0,0,1,0,0,1
666,26,117,2014,1,0,67.0,51.0,41.0,43.0,36.0,32.0,76.0,59.0,38.0,30.46,30.41,30.34,10.0,10.0,10.0,14.0,6.0,14.0,0.0,0.0,320.0,0,0,1,0,0,0
670,27,117,2014,1,1,71.0,54.0,41.0,38.0,33.0,29.0,71.0,49.0,25.0,30.45,30.39,30.31,10.0,10.0,10.0,14.0,6.0,28.0,0.0,0.0,322.0,0,0,1,0,0,0
676,23,117,2014,1,2,70.0,52.0,40.0,41.0,34.0,29.0,69.0,51.0,33.0,30.34,30.28,30.19,10.0,10.0,8.0,28.0,4.0,28.0,0.0,0.0,320.0,0,0,1,0,0,0
681,31,117,2014,1,3,70.0,52.0,38.0,42.0,34.0,28.0,70.0,53.0,33.0,30.23,30.19,30.1,10.0,10.0,10.0,28.0,4.0,28.0,0.0,0.0,332.0,0,0,1,0,0,0
687,13,117,2014,1,4,68.0,50.0,37.0,44.0,35.0,27.0,74.0,58.0,38.0,30.19,30.16,30.09,10.0,9.0,7.0,28.0,6.0,28.0,0.0,0.0,360.0,0,0,1,0,0,0
690,3,117,2014,1,5,69.0,49.0,36.0,43.0,34.0,28.0,73.0,57.0,34.0,30.17,30.13,30.05,10.0,10.0,8.0,14.0,4.0,28.0,0.0,0.0,327.0,0,0,1,0,0,1
697,9,117,2014,1,6,68.0,48.0,35.0,43.0,34.0,26.0,72.0,58.0,33.0,30.14,30.11,30.04,10.0,10.0,7.0,14.0,5.0,28.0,0.0,0.0,340.0,0,0,1,0,0,1
701,9,117,2014,1,0,69.0,50.0,36.0,40.0,34.0,28.0,77.0,57.0,32.0,30.22,30.18,30.11,10.0,10.0,8.0,14.0,4.0,28.0,0.0,0.0,352.0,0,0,1,0,0,0
708,20,117,2014,1,1,68.0,49.0,36.0,42.0,34.0,27.0,74.0,57.0,34.0,30.27,30.23,30.15,10.0,10.0,10.0,14.0,5.0,14.0,0.0,0.0,357.0,0,0,1,0,0,0
711,21,117,2014,1,2,71.0,50.0,36.0,44.0,34.0,26.0,70.0,56.0,26.0,30.17,30.06,29.92,10.0,10.0,9.0,14.0,5.0,14.0,0.0,0.0,346.0,0,0,1,0,0,0
716,17,117,2014,1,3,66.0,51.0,38.0,39.0,34.0,30.0,78.0,55.0,34.0,30.01,29.94,29.85,10.0,9.0,6.0,14.0,5.0,14.0,0.0,0.0,336.0,0,0,1,0,0,0
721,25,117,2014,1,4,64.0,50.0,39.0,44.0,37.0,30.0,75.0,61.0,45.0,30.27,30.18,30.0,10.0,7.0,2.0,14.0,6.0,28.0,0.0,0.0,350.0,0,0,1,0,0,0
727,9,117,2014,1,5,72.0,54.0,43.0,45.0,38.0,33.0,76.0,57.0,31.0,30.27,30.21,30.11,10.0,10.0,7.0,14.0,3.0,28.0,0.0,0.0,343.0,0,0,1,0,0,1
728,8,117,2014,1,6,70.0,54.0,44.0,45.0,39.0,32.0,75.0,59.0,37.0,30.13,30.11,30.01,10.0,10.0,9.0,14.0,3.0,14.0,0.0,0.0,333.0,0,0,1,0,0,1
736,20,117,2014,1,0,62.0,53.0,47.0,48.0,45.0,40.0,83.0,74.0,58.0,30.2,30.16,30.08,10.0,5.0,0.0,14.0,3.0,14.0,0.0,3.0,264.0,0,0,1,0,0,0
739,20,117,2014,1,1,66.0,57.0,48.0,56.0,50.0,42.0,82.0,76.0,66.0,30.26,30.23,30.17,10.0,10.0,6.0,14.0,4.0,14.0,0.0,4.0,347.0,0,0,1,0,0,0
743,20,117,2014,1,2,68.0,60.0,56.0,58.0,54.0,48.0,86.0,80.0,69.0,30.21,30.13,29.98,10.0,9.0,4.0,14.0,2.0,14.0,0.0,3.0,356.0,0,0,1,0,0,0
749,21,117,2014,1,3,64.0,56.0,52.0,49.0,46.0,42.0,82.0,70.0,51.0,29.98,29.93,29.85,10.0,10.0,7.0,14.0,3.0,14.0,0.04,5.0,299.0,0,0,0,1,0,0
754,19,117,2014,1,4,61.0,51.0,42.0,45.0,38.0,33.0,82.0,63.0,37.0,30.09,30.05,29.91,10.0,10.0,10.0,15.0,6.0,19.0,0.0,2.0,322.0,0,0,1,0,0,0
760,17,117,2014,2,5,60.0,47.0,36.0,39.0,34.0,29.0,78.0,61.0,38.0,30.17,30.14,30.08,10.0,10.0,10.0,14.0,6.0,114.0,0.0,0.0,333.0,0,0,1,0,0,1
761,5,117,2014,2,6,54.0,48.0,43.0,43.0,39.0,34.0,79.0,71.0,64.0,30.08,29.95,29.84,10.0,10.0,7.0,23.0,7.0,114.0,0.08,5.0,149.0,0,0,0,1,0,1
766,27,117,2014,2,0,57.0,48.0,41.0,43.0,38.0,33.0,80.0,70.0,52.0,30.08,30.06,29.98,10.0,10.0,10.0,16.0,3.0,18.0,0.0,2.0,315.0,0,0,1,0,0,0
772,23,117,2014,2,1,56.0,46.0,38.0,41.0,36.0,31.0,79.0,68.0,55.0,30.17,30.14,30.07,10.0,10.0,10.0,14.0,2.0,14.0,0.0,0.0,332.0,0,0,1,0,0,0
778,22,117,2014,2,2,58.0,47.0,36.0,42.0,37.0,29.0,80.0,69.0,55.0,30.21,30.17,30.06,10.0,10.0,10.0,14.0,3.0,14.0,0.0,4.0,43.0,0,0,1,0,0,0
782,21,117,2014,2,3,56.0,51.0,46.0,47.0,44.0,41.0,84.0,78.0,70.0,30.06,29.98,29.88,10.0,10.0,7.0,21.0,5.0,86.0,0.45,8.0,131.0,0,0,0,1,0,0
783,17,117,2014,2,4,55.0,53.0,49.0,49.0,46.0,44.0,84.0,80.0,76.0,30.09,30.07,29.98,10.0,10.0,10.0,20.0,5.0,24.0,0.04,6.0,140.0,0,0,0,1,0,0
789,9,117,2014,2,5,65.0,59.0,54.0,56.0,51.0,48.0,85.0,76.0,69.0,30.16,30.14,30.06,10.0,10.0,10.0,20.0,7.0,25.0,0.04,7.0,148.0,0,0,0,1,0,1
792,6,117,2014,2,6,67.0,60.0,58.0,55.0,53.0,51.0,80.0,76.0,62.0,30.17,30.14,30.07,10.0,10.0,9.0,14.0,4.0,16.0,0.02,7.0,156.0,0,0,0,1,0,1
796,25,117,2014,2,0,61.0,56.0,51.0,53.0,50.0,46.0,85.0,79.0,70.0,30.28,30.24,30.11,10.0,9.0,2.0,14.0,2.0,14.0,0.0,6.0,340.0,0,0,1,0,0,0
801,16,117,2014,2,1,62.0,54.0,48.0,50.0,47.0,42.0,86.0,77.0,64.0,30.25,30.24,30.16,10.0,7.0,0.0,10.0,1.0,14.0,0.0,4.0,328.0,1,0,0,0,0,0
806,28,117,2014,2,2,63.0,54.0,47.0,50.0,46.0,42.0,82.0,75.0,62.0,30.29,30.25,30.17,10.0,9.0,5.0,14.0,2.0,14.0,0.0,3.0,335.0,0,0,1,0,0,0
811,28,117,2014,2,3,70.0,58.0,48.0,58.0,50.0,43.0,86.0,77.0,62.0,30.22,30.18,30.09,10.0,8.0,0.0,114.0,2.0,114.0,0.0,3.0,351.0,1,0,0,0,0,0
816,22,117,2014,2,4,64.0,58.0,50.0,55.0,51.0,44.0,88.0,78.0,64.0,30.17,30.14,30.06,10.0,8.0,2.0,14.0,2.0,15.0,0.0,7.0,327.0,0,0,1,0,0,0
821,5,117,2014,2,5,62.0,55.0,47.0,53.0,48.0,42.0,86.0,78.0,71.0,30.06,30.04,29.96,10.0,10.0,10.0,14.0,1.0,14.0,0.0,2.0,132.0,0,0,1,0,0,1
827,1,117,2014,2,6,64.0,56.0,47.0,51.0,42.0,36.0,83.0,63.0,40.0,30.21,30.14,30.04,10.0,10.0,4.0,14.0,4.0,14.0,0.02,2.0,311.0,0,0,0,1,0,1
829,11,117,2014,2,0,62.0,50.0,40.0,45.0,40.0,33.0,82.0,67.0,52.0,30.18,30.17,30.1,10.0,10.0,10.0,14.0,5.0,15.0,0.0,0.0,334.0,0,0,1,0,0,0
834,31,117,2014,2,1,66.0,53.0,42.0,49.0,43.0,36.0,84.0,69.0,49.0,30.2,30.17,30.09,10.0,10.0,10.0,14.0,5.0,16.0,0.0,0.0,348.0,0,0,1,0,0,0
840,23,117,2014,2,2,67.0,56.0,48.0,48.0,44.0,39.0,83.0,66.0,45.0,30.21,30.17,30.09,10.0,10.0,4.0,114.0,6.0,114.0,0.02,3.0,315.0,0,0,0,1,0,0
844,21,117,2014,2,3,69.0,54.0,42.0,45.0,39.0,35.0,80.0,60.0,36.0,30.2,30.18,30.1,10.0,10.0,10.0,14.0,4.0,14.0,0.0,0.0,310.0,0,0,1,0,0,0
849,31,117,2014,2,4,73.0,55.0,41.0,47.0,41.0,34.0,80.0,60.0,33.0,30.12,30.07,29.97,10.0,10.0,10.0,14.0,2.0,14.0,0.0,0.0,342.0,0,0,1,0,0,0
854,10,117,2014,2,5,71.0,55.0,43.0,50.0,43.0,35.0,81.0,66.0,39.0,30.02,30.0,29.9,10.0,10.0,10.0,14.0,2.0,14.0,0.0,0.0,338.0,0,0,1,0,0,1
859,26,117,2014,2,6,70.0,56.0,46.0,52.0,45.0,40.0,80.0,70.0,45.0,30.03,30.01,29.93,10.0,9.0,7.0,14.0,2.0,14.0,0.0,3.0,337.0,0,0,1,0,0,1
863,33,117,2014,2,0,75.0,57.0,42.0,51.0,44.0,35.0,85.0,64.0,36.0,30.0,29.97,29.87,10.0,10.0,10.0,14.0,3.0,14.0,0.0,0.0,344.0,0,0,1,0,0,0
868,29,117,2014,2,1,66.0,56.0,47.0,51.0,46.0,40.0,80.0,70.0,58.0,29.98,29.96,29.88,10.0,9.0,7.0,14.0,4.0,17.0,0.0,2.0,44.0,0,0,1,0,0,0
871,7,117,2014,2,2,62.0,56.0,53.0,53.0,50.0,45.0,86.0,78.0,69.0,29.95,29.85,29.67,10.0,8.0,2.0,28.0,8.0,86.0,0.78,7.0,133.0,0,0,0,1,0,0
877,18,117,2014,2,3,69.0,60.0,52.0,52.0,48.0,45.0,84.0,67.0,49.0,29.89,29.8,29.49,10.0,10.0,8.0,28.0,10.0,28.0,0.02,3.0,153.0,0,0,0,1,0,0
883,17,117,2014,2,4,62.0,56.0,53.0,52.0,49.0,45.0,85.0,77.0,57.0,29.5,29.44,29.36,10.0,8.0,2.0,20.0,6.0,86.0,0.88,7.0,143.0,0,0,0,1,0,0
888,2,117,2014,3,5,67.0,60.0,53.0,51.0,49.0,46.0,89.0,69.0,48.0,29.83,29.64,29.48,10.0,10.0,10.0,25.0,10.0,33.0,0.21,6.0,136.0,0,0,0,1,0,1
892,17,117,2014,3,6,63.0,58.0,52.0,54.0,50.0,46.0,86.0,71.0,56.0,30.19,30.03,29.84,10.0,9.0,2.0,17.0,6.0,23.0,0.03,5.0,179.0,0,0,0,1,0,1
896,40,117,2014,3,0,63.0,56.0,49.0,52.0,49.0,47.0,89.0,75.0,60.0,30.18,30.13,30.05,10.0,10.0,9.0,20.0,5.0,29.0,0.14,6.0,136.0,0,0,0,1,0,0
903,35,117,2014,3,1,67.0,61.0,54.0,55.0,53.0,50.0,86.0,75.0,63.0,30.13,30.09,30.06,10.0,10.0,10.0,16.0,4.0,22.0,0.0,3.0,35.0,0,0,1,0,0,0
905,29,117,2014,3,2,71.0,63.0,54.0,56.0,54.0,47.0,93.0,69.0,45.0,30.12,30.08,30.01,10.0,10.0,10.0,14.0,5.0,20.0,0.0,5.0,125.0,0,0,0,1,0,0
911,37,117,2014,3,3,66.0,60.0,53.0,57.0,52.0,48.0,93.0,75.0,56.0,30.22,30.16,30.08,10.0,10.0,9.0,15.0,5.0,18.0,0.01,3.0,320.0,0,0,0,1,0,0
917,30,117,2014,3,4,69.0,59.0,49.0,51.0,46.0,43.0,86.0,64.0,42.0,30.2,30.17,30.11,10.0,10.0,10.0,16.0,5.0,18.0,0.0,0.0,317.0,0,0,1,0,0,0
919,7,117,2014,3,5,73.0,60.0,47.0,53.0,47.0,42.0,89.0,61.0,33.0,30.22,30.17,30.13,10.0,10.0,10.0,10.0,2.0,13.0,0.0,0.0,330.0,0,0,1,0,0,1
926,12,117,2014,3,6,76.0,67.0,57.0,53.0,50.0,42.0,72.0,55.0,38.0,30.19,30.14,30.09,10.0,10.0,10.0,12.0,3.0,14.0,0.0,0.0,315.0,0,0,1,0,0,1
930,28,117,2014,3,0,69.0,61.0,53.0,54.0,48.0,44.0,86.0,63.0,40.0,30.26,30.18,30.12,10.0,10.0,4.0,15.0,7.0,21.0,0.01,2.0,308.0,0,0,0,1,0,0
935,30,117,2014,3,1,71.0,62.0,52.0,44.0,33.0,23.0,66.0,44.0,21.0,30.21,30.11,30.04,10.0,10.0,10.0,22.0,10.0,29.0,0.0,0.0,16.0,0,0,1,0,0,0
942,23,117,2014,3,2,77.0,67.0,56.0,36.0,29.0,20.0,40.0,28.0,16.0,30.11,30.05,30.0,10.0,10.0,10.0,20.0,9.0,29.0,0.0,0.0,22.0,0,0,1,0,0,0
945,26,117,2014,3,3,78.0,63.0,48.0,49.0,38.0,22.0,80.0,46.0,12.0,30.09,30.04,29.99,10.0,10.0,10.0,17.0,3.0,22.0,0.0,0.0,344.0,0,0,1,0,0,0
951,24,117,2014,3,4,70.0,59.0,48.0,53.0,47.0,41.0,83.0,62.0,40.0,30.24,30.17,30.09,10.0,10.0,10.0,14.0,4.0,17.0,0.0,0.0,350.0,0,0,1,0,0,0
956,7,117,2014,3,5,79.0,64.0,49.0,53.0,48.0,41.0,86.0,57.0,28.0,30.32,30.28,30.24,10.0,10.0,10.0,15.0,4.0,17.0,0.0,0.0,328.0,0,0,1,0,0,1
961,5,117,2014,3,6,76.0,63.0,50.0,53.0,48.0,41.0,83.0,56.0,29.0,30.33,30.28,30.2,10.0,10.0,10.0,21.0,5.0,29.0,0.0,0.0,349.0,0,0,1,0,0,1
966,29,117,2014,3,0,69.0,61.0,52.0,48.0,45.0,41.0,77.0,57.0,37.0,30.28,30.12,29.99,10.0,10.0,10.0,15.0,6.0,20.0,0.0,3.0,309.0,0,0,1,0,0,0
973,29,117,2014,3,1,72.0,60.0,47.0,44.0,34.0,25.0,77.0,48.0,19.0,30.0,29.96,29.91,10.0,10.0,10.0,14.0,4.0,17.0,0.0,0.0,330.0,0,0,1,0,0,0
977,21,117,2014,3,2,75.0,61.0,46.0,46.0,37.0,32.0,62.0,43.0,23.0,30.1,30.05,29.99,10.0,10.0,10.0,13.0,3.0,16.0,0.0,0.0,348.0,0,0,1,0,0,0
981,31,117,2014,3,3,73.0,62.0,51.0,51.0,43.0,38.0,69.0,50.0,31.0,30.08,30.02,29.96,10.0,10.0,10.0,17.0,6.0,18.0,0.0,0.0,352.0,0,0,1,0,0,0
985,17,117,2014,3,4,68.0,58.0,48.0,50.0,46.0,41.0,83.0,66.0,48.0,30.03,29.99,29.95,10.0,10.0,9.0,17.0,5.0,21.0,0.0,0.0,10.0,0,0,1,0,0,0
992,4,117,2014,3,5,69.0,58.0,47.0,50.0,46.0,42.0,86.0,64.0,42.0,30.14,30.07,30.01,10.0,10.0,10.0,14.0,5.0,17.0,0.0,1.0,34.0,0,0,1,0,0,1
994,13,117,2014,3,6,68.0,60.0,51.0,50.0,47.0,46.0,83.0,66.0,48.0,30.2,30.15,30.1,10.0,10.0,7.0,14.0,5.0,18.0,0.0,3.0,21.0,0,0,1,0,0,1
999,25,117,2014,3,0,74.0,61.0,47.0,51.0,44.0,34.0,82.0,54.0,25.0,30.17,30.1,30.04,10.0,10.0,10.0,17.0,5.0,21.0,0.0,0.0,341.0,0,0,1,0,0,0
1005,32,117,2014,3,1,67.0,57.0,47.0,54.0,44.0,34.0,72.0,62.0,51.0,30.07,29.97,29.9,10.0,10.0,7.0,17.0,5.0,22.0,0.01,3.0,262.0,0,0,0,1,0,0
1009,26,117,2014,3,2,63.0,58.0,53.0,52.0,48.0,43.0,89.0,71.0,52.0,30.0,29.89,29.85,10.0,9.0,4.0,15.0,6.0,20.0,0.24,6.0,222.0,0,0,0,1,0,0
1016,34,117,2014,3,3,67.0,59.0,50.0,48.0,45.0,42.0,83.0,63.0,42.0,30.16,30.08,30.01,10.0,10.0,10.0,17.0,5.0,20.0,0.0,5.0,162.0,0,0,1,0,0,0
1021,35,117,2014,3,4,71.0,61.0,51.0,51.0,47.0,45.0,83.0,64.0,44.0,30.22,30.16,30.11,10.0,10.0,10.0,14.0,5.0,17.0,0.0,4.0,143.0,0,0,1,0,0,0
1024,4,117,2014,3,5,64.0,58.0,51.0,56.0,51.0,47.0,93.0,78.0,63.0,30.17,30.08,30.04,10.0,9.0,1.0,12.0,5.0,17.0,0.28,6.0,155.0,0,0,0,1,0,1
1027,19,117,2014,3,6,63.0,56.0,49.0,48.0,44.0,39.0,89.0,66.0,43.0,30.15,30.12,30.08,10.0,10.0,10.0,16.0,6.0,22.0,0.03,2.0,291.0,0,0,1,0,0,1
1035,24,117,2014,3,0,57.0,51.0,45.0,45.0,43.0,41.0,92.0,75.0,57.0,30.1,29.95,29.88,10.0,8.0,2.0,18.0,7.0,25.0,0.52,4.0,150.0,0,0,0,1,0,0
1036,20,117,2014,4,1,60.0,53.0,45.0,45.0,43.0,41.0,92.0,74.0,55.0,29.97,29.92,29.87,10.0,10.0,4.0,20.0,8.0,24.0,0.36,5.0,148.0,0,0,0,1,0,0
1043,32,117,2014,4,2,61.0,53.0,45.0,44.0,42.0,39.0,93.0,70.0,46.0,30.13,30.04,29.91,10.0,10.0,10.0,14.0,6.0,18.0,0.01,3.0,8.0,0,0,0,1,0,0
1047,27,117,2014,4,3,64.0,54.0,44.0,49.0,43.0,40.0,89.0,65.0,40.0,30.14,30.1,30.04,10.0,10.0,10.0,17.0,4.0,21.0,0.0,1.0,319.0,0,0,1,0,0,0
1052,17,117,2014,4,4,61.0,56.0,50.0,48.0,45.0,40.0,83.0,65.0,46.0,30.08,30.04,29.99,10.0,8.0,2.0,16.0,7.0,22.0,0.21,7.0,268.0,0,0,0,1,0,0
1057,8,117,2014,4,5,66.0,58.0,50.0,48.0,45.0,43.0,83.0,66.0,48.0,30.22,30.14,30.07,10.0,10.0,10.0,21.0,6.0,24.0,0.0,2.0,314.0,0,0,1,0,0,1
1062,6,117,2014,4,6,77.0,62.0,47.0,54.0,48.0,43.0,80.0,61.0,41.0,30.25,30.19,30.12,10.0,10.0,10.0,14.0,4.0,16.0,0.0,0.0,344.0,0,0,1,0,0,1
1066,46,117,2014,4,0,81.0,67.0,53.0,56.0,51.0,47.0,83.0,60.0,36.0,30.17,30.12,30.07,10.0,10.0,10.0,12.0,3.0,15.0,0.0,0.0,340.0,0,0,1,0,0,0
1071,28,117,2014,4,1,82.0,70.0,58.0,59.0,55.0,51.0,80.0,61.0,42.0,30.12,30.08,30.02,10.0,10.0,10.0,15.0,4.0,18.0,0.0,0.0,334.0,0,0,1,0,0,0
1075,28,117,2014,4,2,70.0,63.0,55.0,55.0,53.0,50.0,86.0,72.0,57.0,30.11,30.06,30.0,10.0,10.0,10.0,14.0,5.0,17.0,0.0,2.0,323.0,0,0,1,0,0,0
1083,40,117,2014,4,3,76.0,65.0,54.0,55.0,50.0,41.0,89.0,59.0,29.0,30.05,30.0,29.91,10.0,9.0,7.0,14.0,4.0,17.0,0.0,3.0,321.0,0,0,1,0,0,0
1086,28,117,2014,4,4,66.0,61.0,55.0,54.0,52.0,50.0,86.0,77.0,67.0,29.96,29.92,29.87,10.0,10.0,9.0,15.0,6.0,17.0,0.0,4.0,343.0,0,0,1,0,0,0
1091,10,117,2014,4,5,68.0,61.0,54.0,52.0,48.0,46.0,77.0,65.0,52.0,29.98,29.92,29.88,10.0,10.0,10.0,18.0,6.0,23.0,0.0,4.0,18.0,0,0,1,0,0,1
1097,25,117,2014,4,6,72.0,64.0,55.0,55.0,49.0,45.0,80.0,65.0,49.0,30.07,30.02,29.97,10.0,10.0,10.0,21.0,5.0,24.0,0.0,3.0,317.0,0,0,1,0,0,1
1100,38,117,2014,4,0,72.0,63.0,54.0,55.0,52.0,48.0,86.0,68.0,49.0,30.14,30.09,30.04,10.0,10.0,9.0,15.0,5.0,21.0,0.0,3.0,345.0,0,0,1,0,0,0
1106,38,117,2014,4,1,68.0,61.0,54.0,53.0,50.0,47.0,86.0,71.0,56.0,30.09,30.01,29.92,10.0,10.0,9.0,20.0,6.0,22.0,0.0,3.0,359.0,0,0,1,0,0,0
1109,34,117,2014,4,2,77.0,64.0,51.0,54.0,50.0,46.0,83.0,62.0,41.0,29.95,29.9,29.83,10.0,10.0,9.0,20.0,7.0,24.0,0.0,0.0,352.0,0,0,1,0,0,0
1116,30,117,2014,4,3,70.0,62.0,53.0,53.0,49.0,43.0,83.0,64.0,44.0,29.9,29.87,29.82,10.0,10.0,9.0,24.0,7.0,28.0,0.0,0.0,337.0,0,0,1,0,0,0
1119,20,117,2014,4,4,69.0,61.0,52.0,53.0,47.0,36.0,77.0,58.0,39.0,29.98,29.93,29.89,10.0,10.0,9.0,21.0,7.0,24.0,0.0,0.0,354.0,0,0,1,0,0,0
1123,6,117,2014,4,5,69.0,60.0,50.0,51.0,47.0,43.0,86.0,67.0,48.0,30.15,30.09,29.98,10.0,10.0,10.0,23.0,6.0,25.0,0.0,0.0,355.0,0,0,1,0,0,1
1129,10,117,2014,4,6,80.0,66.0,51.0,54.0,49.0,36.0,83.0,52.0,20.0,30.17,30.12,30.07,10.0,10.0,10.0,18.0,5.0,23.0,0.0,0.0,353.0,0,0,1,0,0,1
1135,32,117,2014,4,0,71.0,61.0,51.0,51.0,46.0,35.0,77.0,52.0,27.0,30.11,30.05,30.0,10.0,10.0,10.0,21.0,6.0,25.0,0.0,1.0,338.0,0,0,1,0,0,0
1141,29,117,2014,4,1,65.0,58.0,51.0,50.0,40.0,31.0,72.0,50.0,28.0,30.16,30.09,29.99,10.0,10.0,9.0,21.0,10.0,26.0,0.0,3.0,298.0,0,0,0,1,0,0
1145,28,117,2014,4,2,68.0,59.0,50.0,48.0,41.0,37.0,72.0,56.0,39.0,30.17,30.14,30.11,10.0,10.0,10.0,22.0,8.0,25.0,0.0,0.0,314.0,0,0,1,0,0,0
1150,37,117,2014,4,3,68.0,60.0,52.0,52.0,49.0,46.0,83.0,68.0,52.0,30.14,30.08,30.01,10.0,10.0,10.0,23.0,6.0,28.0,0.0,1.0,324.0,0,0,0,1,0,0
1155,23,117,2014,4,4,60.0,56.0,51.0,53.0,48.0,41.0,86.0,74.0,61.0,29.99,29.9,29.83,10.0,9.0,5.0,16.0,7.0,23.0,0.28,8.0,252.0,0,0,0,1,0,0
